Parent Itemnumber,Child Itemnumber,Item description,Itemnumber,Conversion,Conversion Required,,Points of Attention,Amazon,Used in Amazon,TEMP SubsetLookup,TEMP SubsetLookup NEW,Review Comment Dennis,VI Progress Status,VI Progress Status Comment,Spec Item,Parent Spec Item,Markcode,PDB item,Loeka --> ESOT lib,Conversion,OK to start,Started,Reference PartGroup Revision ,dotM: 026208 range,New Model ,Reviewed,Reviewed,Ready,Released,Fixed colour,Documentation,nldge,Total number of Objects,Unidentified Objects [0/1],Conversion Required = No [0/1],Conversion Required = Yes [0/1],Conversion Required =? [0/1],In Analysis,OK to start Conversion = Yes [0/1],In Progress [0/1],Ready for Release [0/1],Released [0/1],Total number of Objects,Unidentified Objects [0/1],Conversion Required = No [0/1],Conversion Required = Yes [0/1],Conversion Required =? [0/1],In Analysis,OK to start Conversion = Yes [0/1],In Progress [0/1],Ready for Release [0/1],Released [0/1]
000000-04317,,Emergency stop double sided pullcord switch with reset PB status light 2x M12,000000-04317,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04318,,Tension spacer for pullcord,000000-04318,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04325,,Ultrasonic sensor M18 size M12 male 4p 24Vdc range 35-300mm,000000-04325,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04326,,Mounting adapter 18mm plastic,000000-04326,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04361,,Light barrier curtain 24VDC 16 beams 382mm sensing height,000000-04361,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04371,,"Motor cable M23 female / open end 4x2,5mmý+4x1,0mmý+RG58 with Movilink interface L=10m",000000-04371,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04491,,"Cable extension molded male/female 9 pin L=2700mm (106.30"")",000000-04491,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04493,,Reduction adapter M16/M12,000000-04493,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04583,,Corner pulley galvanized for emergency pull wire,000000-04583,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04584,,"Cable sensor M12 male 12p straight / wire 12x0,25mmý PVC L=15m",000000-04584,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04718,,"Cable sensor M12 male 4p straight / M12 female 4p straight shielded HF L=1,0m",000000-04718,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04721,,Nut clip CJ M8 CL 5 DIN267,000000-04721,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04739,,Plate N02 with universal clamp bracket,000000-04739,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04770,,Distance sensor M12 male 4p 24Vdc range 0.2-8m laser 660nm,000000-04770,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04840,,Grommet 34x60mm,000000-04840,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04860,,First aid suitcase resc-Q-assist Q50,000000-04860,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04865,,Miller H-design Duraflex 2pts harness,000000-04865,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04881,,"Rope Miller Lanyard L=1,5m",000000-04881,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04882,,Safety glasses,000000-04882,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04885,,Eye wash 500ml,000000-04885,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04886,,Safety helmet concept,000000-04886,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04887,,Waistcoat high visibility orange Solaka,000000-04887,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04890,,Systainer T-Loc IV WxHxD 396x315x296mm,000000-04890,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04892,,Foam extinguisher S6FLJ 6 ltr AB,000000-04892,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04893,,Spark plugs for in Moldex station (500 pairs),000000-04893,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04924,,Sensor/actuator box 8x M12 female speedcon socket spring clamp terminal,000000-04924,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04927,,"Master cable (8x0,34mmý)+(3x0,75mmý) PUR L=50m for sensor/actuator boxes",000000-04927,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04994,,Contour2D system for detection of belt occupancy Ethernet communication,000000-04994,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-04999,,Ultrasonic sensor M12 male 5p 24Vdc range 200-4000mm,000000-04999,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05000,,Selector switch with thumb grip latching 2NO with cable M12A male 4p L=200mm,000000-05000,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05089,,Safety gloves blue with grey palm size XL,000000-05089,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05091,,Safety gloves blue with grey palm size M,000000-05091,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05092,,Safety gloves blue with grey palm size L,000000-05092,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05123,,Defribrillator HeartStart HS-1,000000-05123,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05125,,"Lockout station 10 persons with components WxH 292,1x584,2mm",000000-05125,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05324,,Hood top entry M25 HAN10B low construction double locking lever,000000-05324,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05350,,Flat cable 7x4mmý TYFFB 0.6/1kV,000000-05350,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05414,,Stack light assembly mounting 90deg 70mm black,000000-05414,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05415,,"Cable sensor M12 female 4p straight / M12 male 4p straight PVC L=1,0m",000000-05415,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05416,,"Cable sensor M12 female 4p straight / M12 male 4p straight PVC L=3,0m",000000-05416,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05417,,Cable sensor M8 female 4p straight / M12 male 4p straight PVC L=10m,000000-05417,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05419,,"Cable sensor M12 female 4p straight / M12 male 4p straight PVC L=5,0m",000000-05419,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05547,,"Cable extension male/female 12p L=1,2m",000000-05547,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,.M # EM Components & Supports,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000000-05559,,Beam clamp M12 with self-locking nut,000000-05559,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05565,,Safe test point with label and dust cap horizontal mounted,000000-05565,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05574,,Box terminal with control wire tap 3 pieces for 3VA5/6 400/600,000000-05574,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05756,,Belt E10/2 TX0/V15 LG-SE-AMP black W=1800 prepared,000000-05756,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05782,,"4-conductor double deck terminal block 2,50 mmý grey",000000-05782,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05783,,End and intermediate plate 0.8 mm grey,000000-05783,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05870,,Poly-V belt 4PJ L=536mm elastic,000000-05870,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05914,,"Cable sensor M12 female 4p straight / wire 4x0,34mmý shielded HF L=15m",000000-05914,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-05931,,"Carabine hook spring snap 5/16"" x 3-1/8"" w/ 3/8"" snap opening ZP",000000-05931,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-06015,,"Washer flat 5/16"" USS ASME B18.21.1 steel galvanized",000000-06015,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-06025,,"Safety net 1/16"" cord 1"" mesh knotless black without band all around W=21""",000000-06025,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-06131,,Angle bracket set 8 160x80mm,000000-06131,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-06132,,Cap 8 40x40mm black,000000-06132,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-06133,,Angle bracket set 8 40x40mm,000000-06133,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-06173,,"Safety switch with separate actuator 2NO+4NC M16x1,5 metric screw terminal",000000-06173,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-06176,,"Rope with cable wire 3/16"", 7x19 core stainless steel",000000-06176,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000000-06217,,Cable resolver 2x connector round female 12p ASTA / male 15p D-sub L=15m,000000-06217,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000141-95102,,"Tube WD ?25x 2,0, DIN2394, S235JRH, CR, EN10025 ZP",000141-95102,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000152-00002,,Profile Rail R4,000152-00002,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-03216,,"KA37/DRS71M4/0,55/130/M4A-270/-/AND8/30/-/E",000420-03216,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-05450,,R17/DRN80M4/0.75/234/M1-0/-/AND8/20/-/S,000420-05450,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-05684,,"R27/DRS71S4/0,37/94/M3-0/-/AND8/25/-/A/#",000420-05684,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-05686,,"R27/DRS71S4/0,37/128/M3-0/-/AND8/25/-/A/#",000420-05686,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-05896,,KA39/DRS71M4/0.55/69/M4B-90/-/IV/30/-/E,000420-05896,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-05897,,KA39/DRS71M4/0.55/69/M4B-90/B/IV/30/-/E,000420-05897,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-06149,,KA37/DRS71M4/0.55/130/M4A-270/B/AND8/30/-/E/#,000420-06149,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-06166,,KA39/DRS71M4/0.55/88/M4B-90/B/IV/30/-/E/#,000420-06166,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-10822,,KA87 DRN180M4 TH-F IE3,000420-10822,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-11473,,"R37/DRN90L4/1,5/428/M3-0/-/AND8/25/-/E/#",000420-11473,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-11523,,R27/DRN71M4/0.37/63/M3-0/-/AND8/25/-/E,000420-11523,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000420-11755,,"KA77/DRN90S4/1,1/32/M4A-270/-/AND8/50/-/E/#",000420-11755,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000420-11757,,"KA77/DRN90L4/1,5/47/M4A-270/-/AND8/50/-/E/#",000420-11757,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-11761,,KA77/DRN100L4/3/92/M4A-270/-/AND8/50/-/E/#,000420-11761,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-11763,,KA77/DRN112M4/4/153/M4A-270/-/AND8/50/-/E/#,000420-11763,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000420-11926,,"KA87/DRN132M4/7,5/102/M4A-180/-/-/60/TH/A/#",000420-11926,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-12525,,"KA77/DRN90L4/1,50/46/M4A-270/-/AND8/50/-/A/#",000420-12525,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-12747,,R27/DRN71M4/0.37/119/M3-0/-/AND8/25/-/E,000420-12747,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000420-13214,,KA37/DRN71M4/0.37/92/M4A-270/-/AND8/30/-/E,000420-13214,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000420-13216,,KA37/DRN80MK4/0.55/137/M4A-270/-/AND8/30/-/E,000420-13216,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000420-13218,,KA37/DRN80M4/0.75/181/M4A-270/-/AND8/30/-/E/#,000420-13218,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000420-13220,,"KA37/DRN90S4/1,1/271/M4A-270/-/AND8/30/-/E/#",000420-13220,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-13222,,"KA37/DRN90L4/1,5/367/M4A-270/-/AND8/30/-/E/#",000420-13222,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000420-13378,,R27/DRN71M4/0.37/91/M3-0/-/AND8/25/-/E,000420-13378,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000420-13647,,R27/DRN71MS4/0.25/43/M3-0/-/AND8/25/-/E,000420-13647,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000420-13650,,R27/DRN80M4/0.75/176/M3-0/-/AND8/25/-/E/#,000420-13650,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-14389,,R27/DRN80M4/0.75/215/M3-180/-/AND8/25/-/A/#,000420-14389,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-14653,,"KA77/DRN90S4/1,10/30/M4A-270/-/AND8/50/-/A/#",000420-14653,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000420-14654,,"KA77/DRN90S4/1,10/30/M4A-270/B/AND8/50/-/A/#",000420-14654,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000420-14655,,"KA77/DRN90L4/1,50/46/M4A-270/B/AND8/50/-/A/#",000420-14655,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-14656,,"KA77/DRN100L4/2,20/69/M4A-270/-/AND8/50/-/A/#",000420-14656,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-14657,,"KA77/DRN100L4/2,20/69/M4A-270/B/AND8/50/-/A/#",000420-14657,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-14658,,"KA77/DRN100L4/3,00/99/M4A-270/-/AND8/50/-/A/#",000420-14658,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-14659,,"KA77/DRN100L4/3,00/99/M4A-270/B/AND8/50/-/A/#",000420-14659,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
000420-14660,,"KA77/DRN112M4/4,00/143/M4A-270/-/AND8/50/-/A/#",000420-14660,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
